"date","ticker","price"
2000-01-03,"IBM",90.66385125
2000-02-01,"IBM",87.95362805
2000-03-01,"IBM",86.6481329565217
2000-04-03,"IBM",88.6894472105263
2000-05-01,"IBM",83.7426375909091
2000-06-01,"IBM",89.1391547272727
2000-07-03,"IBM",83.8923473
2000-08-01,"IBM",95.0539482173913
2000-09-01,"IBM",97.1273117
2000-10-02,"IBM",81.0522541363636
2000-11-01,"IBM",77.2801690952381
2000-12-01,"IBM",71.01565885
2001-01-02,"IBM",79.4306049047619
2001-02-01,"IBM",86.6255186315789
2001-03-01,"IBM",75.9389126818182
2001-04-02,"IBM",81.13437525
2001-05-01,"IBM",90.4607542727273
2001-06-01,"IBM",89.7050418095238
2001-07-02,"IBM",83.3502538095238
2001-08-01,"IBM",82.1005432608696
2001-09-04,"IBM",74.3357890666667
2001-10-01,"IBM",79.9374512608696
2001-11-01,"IBM",89.2560460476191
2001-12-03,"IBM",94.878736
2002-01-02,"IBM",90.887919952381
2002-02-01,"IBM",80.7646722631579
2002-03-01,"IBM",82.75687345
2002-04-01,"IBM",70.2899210454545
2002-05-01,"IBM",64.7750830454546
2002-06-03,"IBM",58.70990565
2002-07-01,"IBM",54.9395353181818
2002-08-01,"IBM",59.0564997727273
2002-09-03,"IBM",53.94093315
2002-10-01,"IBM",53.2098091304348
2002-11-01,"IBM",64.4516894
2002-12-02,"IBM",63.6234377619048
2003-01-02,"IBM",65.3005477142857
2003-02-03,"IBM",61.6031580526316
2003-03-03,"IBM",62.9827101428571
2003-04-01,"IBM",65.1285561428571
2003-05-01,"IBM",69.1982152380952
2003-06-02,"IBM",66.1861644285714
2003-07-01,"IBM",66.3703145454545
2003-08-01,"IBM",64.8637545714286
2003-09-02,"IBM",70.8071817142857
2003-10-01,"IBM",71.7339636956522
2003-11-03,"IBM",71.1810196842105
2003-12-01,"IBM",73.326856
2004-01-02,"IBM",75.5193264
2004-02-02,"IBM",78.3933831578947
2004-03-01,"IBM",74.413554
2004-04-01,"IBM",73.2862815238095
2004-05-03,"IBM",69.8826638
2004-06-01,"IBM",71.3362705714286
2004-07-01,"IBM",68.170702
2004-08-02,"IBM",67.6715497727273
2004-09-01,"IBM",68.262098
2004-10-01,"IBM",69.970125952381
2004-11-01,"IBM",75.3057059047619
2004-12-01,"IBM",77.8818278181818
2005-01-03,"IBM",75.537416
2005-02-01,"IBM",75.0049837894737
2005-03-01,"IBM",73.2919812727273
2005-04-01,"IBM",65.1573153809524
2005-05-02,"IBM",60.7307893809524
2005-06-01,"IBM",60.8211789545455
2005-07-01,"IBM",65.4411747
2005-08-01,"IBM",66.2831279565217
2005-09-01,"IBM",64.3222423809524
2005-10-03,"IBM",66.2499832380952
2005-11-01,"IBM",69.2181681428571
2005-12-01,"IBM",68.7272124285714
2006-01-03,"IBM",66.71290725
2006-02-01,"IBM",65.3541752105263
2006-03-01,"IBM",66.6773450869565
2006-04-03,"IBM",66.9232352105263
2006-05-01,"IBM",66.3487986818182
2006-06-01,"IBM",63.4158484090909
2006-07-03,"IBM",61.83427285
2006-08-01,"IBM",63.7014621304348
2006-09-01,"IBM",66.7786431
2006-10-02,"IBM",71.3453835909091
2006-11-01,"IBM",75.7677624761905
2006-12-01,"IBM",77.89627835
2007-01-03,"IBM",80.71251635
2007-02-01,"IBM",80.8215361578947
2007-03-01,"IBM",77.1191016363636
2007-04-02,"IBM",79.7374586
2007-05-01,"IBM",86.6103657727273
2007-06-01,"IBM",86.4628732380952
2007-07-02,"IBM",92.1221294285714
2007-08-01,"IBM",92.9506839565217
2007-09-04,"IBM",96.6459866842105
2007-10-01,"IBM",96.1513779130435
2007-11-01,"IBM",88.1655819523809
2007-12-03,"IBM",90.07541535
2008-01-02,"IBM",85.4254432857143
2008-02-01,"IBM",90.14454555
2008-03-03,"IBM",96.76466055
2008-04-01,"IBM",99.9113817272727
2008-05-01,"IBM",105.289591714286
2008-06-02,"IBM",104.395001285714
2008-07-01,"IBM",104.882991863636
2008-08-01,"IBM",105.442720714286
2008-09-02,"IBM",98.1569532380952
2008-10-01,"IBM",77.119505826087
2008-11-03,"IBM",69.4907534736842
2008-12-01,"IBM",69.3895997272727
2009-01-02,"IBM",74.51018655
2009-02-02,"IBM",77.6922961578947
2009-03-02,"IBM",78.1063840909091
2009-04-01,"IBM",85.8877382857143
2009-05-01,"IBM",88.6201793
2009-06-01,"IBM",91.1780120454546
2009-07-01,"IBM",94.1996482272727
2009-08-03,"IBM",101.940930952381
2009-09-01,"IBM",102.424497428571
2009-10-01,"IBM",105.2876865
2009-11-02,"IBM",108.53522175
2009-12-01,"IBM",111.401226136364
2010-01-04,"IBM",111.317212526316
2010-02-01,"IBM",108.425330105263
2010-03-01,"IBM",110.798021826087
2010-04-01,"IBM",112.286195952381
2010-05-03,"IBM",110.6378086
2010-06-01,"IBM",111.092691363636
2010-07-01,"IBM",111.124030285714
2010-08-02,"IBM",111.991558409091
2010-09-01,"IBM",113.967932380952
2010-10-01,"IBM",122.241843619048
2010-11-01,"IBM",126.878319095238
2010-12-01,"IBM",127.726928545455
2011-01-03,"IBM",134.69987995
2011-02-01,"IBM",144.050847157895
2011-03-01,"IBM",141.628552695652
2011-04-01,"IBM",146.53077365
2011-05-02,"IBM",150.298052952381
2011-06-01,"IBM",146.844772090909
2011-07-01,"IBM",158.71683435
2011-08-01,"IBM",150.69099
2011-09-01,"IBM",151.627554571429
2011-10-03,"IBM",162.365698809524
2011-11-01,"IBM",164.596962809524
2011-12-01,"IBM",167.924676
2012-01-03,"IBM",166.0682339
2012-02-01,"IBM",174.02493965
