"x","y","z"
0.0992764408921928,0.0332716757398084,0.0545675268800385
0.105473300875476,0.0406845529332561,0.0539687954329662
0.0645348342659473,0.00408805691280291,0.049125643395528
0.0473251413268619,0.0549576911263296,0.0510129309356705
0.10029437279202,0.0102123152354377,0.0421938651307933
-0.0208977983851864,0.0236822639813607,0.0308505328274738
0.10150492755342,0.0310587340152305,0.0169945130086683
0.0561907947387392,0.0194042837360572,0.0246438725272204
0.0557920128028315,0.0255604376189724,0.0442685947529308
0.0240338998762936,0.0336503466531616,0.0542395774824928
0.0641876096823999,0.0548269084006829,0.0465846489249572
0.160865602185211,0.0229088233881066,0.0585772539367892
0.0885313932128977,0.017846330368302,0.0775449837167456
0.0960108228777479,0.0353483704719207,0.0782469902717239
0.0324734002748834,0.0490260839991196,0.0608988901438492
0.110844991976029,0.0488419739214713,0.0405862962023333
0.0256821239378394,0.0382575173638821,0.00355194884679304
0.0534211205028724,0.0303023698962662,0.0229325429347683
0.126035632583478,0.0154034754078931,0.0359797589993373
0.0849361849633647,0.0407780872752474,-0.00330850946997843
0.108981096227766,0.00509578143942192,0.106106946123701
0.142789254123843,0.045940238368646,-0.00628019378797088
0.0377835785384349,0.0385662685421708,0.00844049168613076
-0.00765687026148433,0.0375766743322307,0.0627865091894474
-0.00988547583481564,0.0224918097686926,0.0633276173059541
0.160254875940541,0.0135546895939249,0.0160506003698891
0.0459176318152682,0.026836587590905,0.011427547608954
0.101018990064921,0.0367674126599112,0.0168080216093522
0.100606174632542,0.0412689526679027,0.0634612949646747
0.0618844511540937,0.0693397148506945,0.0245919688670589
0.110593658927693,0.0643269660379145,0.0413173960996655
0.179841677317377,-0.00453486881326719,0.0711377180840503
0.17245951687031,0.0309812982411057,0.0701510048208879
0.151622281974023,0.0495426420037534,0.0205478508067455
0.0827135596407027,0.0283499151952802,0.0369839657142818
0.094559413963628,0.0508164191712025,0.0638450276363856
0.0537956710631441,0.0557456833752834,0.00658052134331388
-0.0131025121929317,0.0483761342169061,0.020820647558268
0.158386692543648,0.0365248729943139,0.0277144208277001
0.0712900524323904,0.0206157976964654,0.0533905897067424
0.126425541679509,0.0439256883568079,0.0302587137048287
-0.0490179030698521,0.0106754845386444,0.0412741182682249
0.0169867223923734,0.0562603702294837,0.0889969964488059
0.116857027009145,0.0343764947501436,0.0218469073751984
0.112722586016528,0.0253424506423627,0.0714084003066375
0.143036470155204,0.0358470118538658,0.0749071656321927
-0.000654938894459736,0.0274819213938356,0.0769694290906726
0.0983701626712241,0.0328770386752522,0.0509569841580347
0.0991593826717843,0.0219184202134989,-0.00644459040891761
0.00466005832677878,0.00939997693647732,0.00436886031408421
0.0429806963068948,0.0300503854032413,0.0410432694679423
0.167384633236602,0.0114064903637845,0.0451758923195856
0.0726795135178727,0.0167521435984693,0.0350968567863236
0.0875831420277619,0.0508819539276163,0.0111849633249078
0.0364511730503031,0.05415419716066,0.00936907218567358
0.0838976847403072,0.0295140317533703,0.0423514168471846
0.104558563643744,0.0220370429592305,0.0522508350538726
0.111189766435304,-0.00816370856760016,0.0557142160037815
0.177253251024015,0.0279977817467962,0.0266413254568574
-0.0473471989181686,0.0472126065029532,0.0773290538068674
0.0774795990307604,0.0251950452276146,0.00311223761959044
0.0028734259135228,0.0267473412986888,-0.009820129252551
0.0976651537751949,0.0301180037897955,0.0100885414411999
0.14949814213477,0.014914240526103,-0.00235643729435499
0.040656020280645,0.021123304026178,0.0631715170697335
-0.02161886531047,0.0417562651387452,0.0378741116024853
0.114406971632601,0.0171698924678377,0.0519252383527095
0.149674423617814,0.0313630885874529,0.0441328739663052
0.0958427335331194,0.0287993326367,0.0308556103543645
0.00521641598525881,0.0335205428767943,0.0248805689158368
0.0727307787664688,0.0444961670093202,0.0700128494029967
0.0307675313404228,0.067621321033344,-0.00324240976119955
0.0175323590521867,0.0404329526330996,0.102616608475076
0.186525598120236,0.021837925541094,0.0289760639374395
0.140135269143372,0.0321385901242542,0.0495180132795058
0.117130042534576,0.0438085218629345,0.0340379549924828
0.111312914357621,0.0372231187881087,0.0479795487962491
0.0294229754904459,-0.00455881052016414,0.0833551392626344
0.0938124140376827,0.0208871382328244,0.0599770716270858
0.121062920374055,0.0166234802147541,0.00192516033068414
0.102269153710304,-0.000860029008103762,0.0231521309606135
0.122157177577572,0.0619641366584953,0.0608246938106975
0.0547815443653169,0.0286610225178591,0.0610764475237145
0.193855545848149,0.0163185243017465,0.0773790293389008
0.118561033651872,0.00109032429762049,0.0688274161609631
0.163354959228336,-0.000438788652622934,0.0480276793510665
0.103602123450739,0.0333064049059725,0.0224504756303954
0.0546023309581331,-0.00187438010981309,0.0274770543551706
0.0968261858355436,0.0220545875189476,0.00610605395811192
0.111243503267584,0.0406615620801693,0.0415981852312287
0.0218049260493099,0.0133883705546158,0.0531494037414366
0.0272458744450105,0.0397997841698129,0.0226009484521074
0.164347347101283,0.0286094111093381,0.0535262700800577
0.0504090314002409,0.0327457416077872,0.0479477066016979
0.0209683525525007,0.0145003019220887,0.0262389446896203
0.104366605027852,0.0216971944114821,0.0532825430631524
0.0447478241239552,0.0128290372645792,0.0715254822694109
0.177885990825321,0.071473100328484,0.0452735121248322
0.0400101218087582,0.0417988165107631,0.0468155814546887
0.0352726653364624,0.0288600996576062,0.0314586083717759
0.0811962703760644,0.0426275479889574,-0.00570350867296453
0.0121888334879613,0.0322414465445836,0.00926338895218328
0.09112092638935,0.0554858116079038,0.0455153626654693
0.00376223720755367,0.0251393642660591,0.0147379196379082
0.0770542156430142,0.030443975533606,9.9467200881026e-05
0.0431976000754527,0.00627103000394803,0.0165042497530793
0.0544196957710926,0.0122335561846281,0.0433500162614355
0.147805482130063,-0.000344476477724329,0.0929019817348849
0.0475983354352765,0.050744386307759,-0.00313421292956513
0.0860561768746984,0.0548679503056315,0.0279652411553781
0.0084913876559905,0.0447836719838941,0.0492282459659326
0.00379706539229233,0.0481864185061207,0.00522638666398228
0.133062113719415,0.0149470366172816,0.0321016286610333
0.135961585982117,0.0284674824533581,0.0330522024053243
0.0659623119315983,0.026754212600712,0.037004105006127
0.0447455096864254,0.0429576830101272,0.102520305968972
0.0673923203334838,0.0307819791208512,0.0770769597605027
0.101443031255422,0.0284240542879016,0.00771096531452541
0.179000119874242,0.0455890484498955,0.0397136545862342
0.0665491346740392,0.0336331495577077,0.0493754793501218
0.14724318010188,0.00969684928692565,-0.0103040625872166
0.136072600858132,0.0580162722880012,0.00468759389112881
0.0861075787681401,0.0116766449513718,-0.0343495264458277
0.146547755986758,0.051745984400047,0.0269773118963423
